Date,Tractor Model,Horsepower,Implement Model,Implement Size,Notes,Operation,SWAT Implement,Tillage Code,Mixing Depth (mm),Mixing Efficiency,Area Fraction,Type / Note,Op System,Compute_Warning,Disturbance_Fraction,RowID,Window_ID,Window_Start,Window_End,Crop,Disturbance_Cum,Disturbance_CumAllYears
2023-04-13,JD 6195R,195.0,Brillon Mulcher,25',,Cultimulch,Culti-mulch Roller,CULMULCH,25.0,0.25,1.0,Tillage (Brillion/Dunham/Schmeiser),CT,,0.03125,193,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5,20.733874999999998
2023-04-13,JD 6125R,125.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,CT,,0.0,195,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5,20.733874999999998
2023-04-14,JD 6130R,130.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,CT,,0.06999999999999999,196,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5699999999999998,20.803874999999998
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,,Fertilizer Application,,,,,,,CT,,0.0,197,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5699999999999998,20.803874999999998
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,"This is one operation, planting with an optistart addition",Plant Silage Corn,,,,,,,CT,,0.0,198,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5699999999999998,20.803874999999998
2023-05-31,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,CT,,0.0,199,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5699999999999998,20.803874999999998
2023-06-26,JD 8245R,245.0,Yetter 12 row liquid applicator ,12 row,"This is labelled pre-plant, but obviously comes quite a bit later. I think we're also putting this on a cultivator",Fertilizer Application,,,,,,,CT,,0.0,200,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.5699999999999998,20.803874999999998
2023-06-28,JD 6155R,155.0,Hiniker 6 row cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),CT,,0.021875,201,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.591875,20.82575
2023-06-28,JD 6125R,125.0,Red Piper Ditcher 6 Row,6 row,,Pipe Ditch,,,,,,,CT,,0.0,202,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.591875,20.82575
2023-09-08,Custom Silage Harvester,,,,,Harvest Silage Corn,,,,,,,CT,,0.0,203,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,1.591875,20.82575
2023-09-12,JD 6125R,125.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,CT,,0.0,205,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.0,20.82575
2023-09-12,JD 8295R,295.0,Landoll 7530 VT Plus Disc,~ 26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),CT,,0.3,204,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.3,21.12575
2023-09-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,CT,,0.20625000000000002,206,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.50625,21.331999999999997
2023-09-13,JD 6125 R,125.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,CT,,0.06999999999999999,207,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.57625,21.401999999999997
2023-09-13,,,Air Seeder APV 20',,Custom this out,Plant Hard Red Winter Wheat,,,,,,,CT,,0.0,208,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.57625,21.401999999999997
2011-05-04,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Fertilizer Application,,,,,,,MT,,0.0,389,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.0,0.0
2011-05-04,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Plant,,,,,,,MT,,0.0,388,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.0,0.0
2011-05-09,JD 7820,189.0,Acraplant Trash whips,,"No clue what trashwhips actually need, but this looks like a very mild unit, so I'm going with a low horespower tractor",Clean Rows,Row Conditioner,ROWCOND,25.0,0.5,0.17,Tillage (trash whips/row cleaners),MT,,0.010625,390,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.010625,0.010625
2011-05-16,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,391,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.010625,0.010625
2011-06-23,JD 4440,144.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,MT,,0.0,392,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.010625,0.010625
2011-06-27,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,393,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.0325,0.0325
2011-11-15,1660 Combine,,,,,Harvest,,,,,,,MT,,0.0,394,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.0325,0.0325
2011-11-29,,,JD 568 Round Baler 5x6,,,Bail,,,,,,,MT,,0.0,396,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.0,0.0325
2011-11-29,,,Alloway Flail Shredder,,,Chop and Windrow,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,395,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.0,0.0325
2012-05-01,JD 7820,189.0,Acraplant Trash whips,,,Clean Rows,Row Conditioner,ROWCOND,25.0,0.5,0.17,Tillage (trash whips/row cleaners),MT,,0.010625,397,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.010625,0.043125000000000004
2012-05-03,JD 4440,144.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,MT,,0.0,399,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.010625,0.043125000000000004
2012-05-03,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Plant,,,,,,,MT,,0.0,398,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.010625,0.043125000000000004
2012-05-10,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,400,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.010625,0.043125000000000004
2012-06-11,JD 7820,189.0,Acraplant Trash whips,,,Clean Rows,Row Conditioner,ROWCOND,25.0,0.5,0.17,Tillage (trash whips/row cleaners),MT,,0.010625,401,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.02125,0.053750000000000006
2012-06-20,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,402,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.02125,0.053750000000000006
2012-06-26,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,404,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.043125,0.075625
2012-06-26,JD 4440,144.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,MT,,0.0,403,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.043125,0.075625
2012-11-01,1660 Combine,,,,,Harvest,,,,,,,MT,,0.0,405,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.043125,0.075625
2012-11-15,,,JD 568 Round Baler 5x6,,,Bail,,,,,,,MT,,0.0,407,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.0,0.075625
2012-11-15,,,Alloway Flail Shredder,,,Chop and Windrow,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,406,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.0,0.075625
2013-03-29,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,MT,,0.20625000000000002,408,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.20625000000000002,0.281875
2013-03-29,JD 4455,156.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,MT,,0.06999999999999999,409,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2013-05-13,JD 7820,189.0,7300 6 Row,6 row,,Fertilizer Application,,,,,,,MT,,0.0,410,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2013-05-14,JD 7820,189.0,7300 6 Row,6 row,"I believe these operations are combined, planter with liquid UAN (NOT UREA) put down behind at 5 lbs/acre",Plant Silage Corn,,,,,,,MT,,0.0,411,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2013-06-02,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,412,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2013-06-19,JD 7820,189.0,6 row Orthman Cultivator 8375,6 row,,Fertilizer Application/Cultivate,,,,,,,MT,,0.0,413,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2013-07-24,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,414,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2013-09-30,JD 7980 Forage Harvester,,Kraft,,,Harvest Silage Corn,,,,,,,MT,,0.0,415,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.27625,0.351875
2014-04-03,JD 8310,205.0,JD 915 V Ripper,~ 18.75 - 22.5 ft,,Vertical Ripper,V-Ripper,VRIPPER,350.0,0.25,1.0,Tillage,MT,,0.4375,416,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.4375,0.7893749999999999
2014-05-06,JD 7820,189.0,7300 6 row,6 row,,Plant Grain Corn,,,,,,,MT,,0.0,417,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.4375,0.7893749999999999
2014-06-03,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,418,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.4375,0.7893749999999999
2014-06-25,JD 7820,180.0,6 row Orthman Cultivator 8375,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,419,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,0.81125
2014-12-02,,,JD 568 Round Baler 5x6,,,Bale,,,,,,,MT,,0.0,422,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,0.81125
2014-12-02,1660 Combine,,,,"Maybe custom this? Or say a combine, the same we use the next year",Harvest Grain Corn,,,,,,,MT,,0.0,420,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,0.81125
2014-12-02,,,Alloway Flail Shredder,,,Shred Stalks,,,,,,,MT,,0.0,421,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,0.81125
2015-03-23,,,,,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,423,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.3,1.11125
2015-03-27,JD 4440,144.0,Dunham Lehr Mulcher,15',,Cultimulch,Culti-mulch Roller,CULMULCH,25.0,0.25,1.0,Tillage (Brillion/Dunham/Schmeiser),MT,,0.03125,424,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.33125,1.1425
2015-04-13,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,"""Orthoman 1 tripper (A)"" - Strip Till",,,,,,,MT,,0.0,425,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.33125,1.1425
2015-04-13,JD 7820,189.0,Simplot Liquid Shuttle,,,Fertilizer Application? w/ strip till,,,,,,,MT,,0.0,426,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.33125,1.1425
2015-04-30,JD 7820,189.0,7300 6 row,6 row,,Plant Grain Corn,,,,,,,MT,,0.0,427,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.33125,1.1425
2015-06-09,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,428,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.33125,1.1425
2015-06-24,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,429,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.35312499999999997,1.164375
2015-06-24,JD 4455,156.0,Pipe Ditcher,6 row,,Pipe Ditch,,,,,,,MT,,0.0,430,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.35312499999999997,1.164375
2015-11-16,1660 Combine,,,,,Harvest Grain Corn,,,,,,,MT,,0.0,431,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.35312499999999997,1.164375
2015-11-23,,,JD 568 Round Baler 5x6,,,Bale Stalks,,,,,,,MT,,0.0,433,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.0,1.164375
2015-11-23,,,Alloway Flail Shredder,,,Shred Stalks,,,,,,,MT,,0.0,432,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.0,1.164375
2015-12-11,JD 4455,156.0,2 Shank Deep Ripper,,,Deep Ripper,Deep Ripper–Subsoiler,RIPRSUBS,350.0,0.25,1.0,Tillage (use VRIPPER 350/0.25 if V-ripper specified),MT,,0.4375,434,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.4375,1.601875
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,436,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.7375,1.901875
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,"Don't know the tractor, but I say the one I use later. I'll end up combining implements anyway",Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,435,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.0375,2.201875
2016-03-01,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,Fertilizer Application,,,,,,,MT,,0.0,437,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.0375,2.201875
2016-03-02,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,MT,,0.20625000000000002,438,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.24375,2.408125
2016-03-02,JD 4455,156.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,MT,,0.06999999999999999,439,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.31375,2.478125
2016-03-03,,,Foundation Seed Drill,,"This wasn't a custom job, but probably makes sense to custom this out",Plant Barley,,,,,,,MT,,0.0,440,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.31375,2.478125
2016-05-05,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,441,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.31375,2.478125
2016-07-25,1660 Combine,,,,,Harvest Barley,,,,,,,MT,,0.0,442,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.31375,2.478125
2016-07-26,,,JD 568 Round Baler 5x6,,,Bale Straw,,,,,,,MT,,0.0,443,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.478125
2016-09-02,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,444,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.478125
2016-09-03,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,445,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.478125
2017-04-10,,,PV COOP Airflow,,,Pre-Plant Fertilizer,,,,,,,MT,,0.0,446,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.478125
2017-04-13,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,MT,,0.20625000000000002,448,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.20625000000000002,2.684375
2017-04-13,JD 8295R,295.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till + Fert,,,,,,,MT,,0.0,447,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.20625000000000002,2.684375
2017-04-14,JD 4440,144.0,Schmizer,,,Cultimulch,Culti-mulch Roller,CULMULCH,25.0,0.25,1.0,Tillage (Brillion/Dunham/Schmeiser),MT,,0.03125,449,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.23750000000000002,2.715625
2017-04-19,JD 7820,189.0,7300 6 row,6 row,,Plant Silage Corn,,,,,,,MT,,0.0,450,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.23750000000000002,2.715625
2017-06-21,JD 7820,189.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,452,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.259375,2.7375
2017-06-21,JD 4010,89.0,Schaben 12 row 3pt sprayer,12 row,,Sidedress Fert,,,,,,,MT,,0.0,451,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.259375,2.7375
2017-10-13,JD 7980 Forage Harvester,,Kraft,,,Harvest Silage Corn,,,,,,,MT,,0.0,453,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.259375,2.7375
2018-05-15,JD 8295R,295.0,Perfecta Field Cultivator,24',,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,454,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.759375
2018-05-15,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,455,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.759375
2018-05-17,JD 7820,189.0,Corrugator #1,,,Corrugator #1,,,,,,,MT,,0.0,456,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.759375
2018-05-18,JD 6130R,130.0,Schmizer,,,Cultipack*,,,,,,,MT,,0.0,458,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.759375
2018-05-18,,,JD 1710 Max Emerge 12 Row ,12 row,,Plant Dry Beans,,,,,,,MT,,0.0,459,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.759375
2018-05-18,JD 8295R,295.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till + Fertilize,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (same as Strip Till; nutrients tracked separately),MT,,0.10125,457,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.12312500000000001,2.8606249999999998
2018-06-25,JD 6130R,130.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,460,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.14500000000000002,2.8825
2018-06-26,JD 4455,156.0,Red Pipe Ditcher,6 row,,Pipe Ditch,,,,,,,MT,,0.0,461,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.14500000000000002,2.8825
2018-07-17,JD 6130R,130.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,462,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.166875,2.904375
2018-08-30,Pickett 6030 OneStep 6Row,,,,Probably make sense to custom this out,Knife Dry Beans,—,—,0.0,0.0,0.0,Non-tillage (undercutter/knife pre-harvest; treat as zero mixing),MT,,0.0,463,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.166875,2.904375
2018-09-04,Case 1660 Combine,,Case 1660 Combine,,,Harvest Dry Beans,,,,,,,MT,,0.0,464,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.166875,2.904375
2018-09-07,New Holland T8.435,380.0,JD 2623 VT,20',,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,465,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.3,3.2043749999999998
2018-09-07,New Holland T8.435,380.0,JD 2623 VT,20',,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,466,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.6,3.504375
2018-09-10,,,,,,Severe Hail Damage,—,—,0.0,0.0,0.0,Event marker (no operation),MT,,0.0,467,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.6,3.504375
2018-09-14,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,MT,,0.20625000000000002,469,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.80625,3.710625
2018-09-14,JD 7820,189.0,Brillon Mulcher,25',,Cultimulch,Culti-mulch Roller,CULMULCH,25.0,0.25,1.0,Tillage (Brillion/Dunham/Schmeiser),MT,,0.03125,468,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.8375,3.741875
2018-09-14,JD 4455,156.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,MT,,0.06999999999999999,470,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2018-09-14,JD 4440,144.0,Simplot Spreader Cart,,,Fertilizer Application,,,,,,,MT,,0.0,471,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2018-09-15,,,Great Plains Drill,4 row,Custom this out,Drill Wheat,,,,,,,MT,,0.0,472,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2019-04-24,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,473,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2019-05-31,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,474,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2019-06-26,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,475,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2019-06-27,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,476,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
2019-07-18,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,477,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.811875
